date,title,text,url
5/22/2020,Taiwan's COVID-19 vaccine could begin human trials this fall: VP,"Taipei, May 22 (CNA) A vaccine Taiwan's National Health Research Institutes (NHRI) is developing for the novel coronavirus disease (COVID-19) will enter human trials as early as this autumn, Vice President Lai Ching-te (賴清德) disclosed Friday.Lai made the announcement in a Facebook post after visiting the NHRI's Animal Biological Safety Level 3 (ABSL-3) laboratory in Chunan in Miaoli County to see how work on a vaccine was progressing.In April, NHRI President Liang Kung-yee (梁賡義) revealed that a COVID-19 vaccine being developed by the national health research institution had produced promising results in mice.The NHRI has been working on developing four kinds of vaccines against COVID-19 since February, with the development of a peptide vaccine progressing the fastest, Liang told CNA.Peptides are a chain of amino acids that are the building blocks that form proteins.In his post, Lai likened the COVID-19 fight to a baseball game, describing Health Minister Chen Shih-chung (陳時中) as the starting pitcher who keeps opponents in check for much of the game.The NHRI will be the closer, because the moment it successfully develops drugs and vaccines against the coronavirus, the game will be over, Lai wrote.Lai also praised the NHRI for its previous vital roles in helping the government contain the outbreak of severe acute respiratory syndrome (SARS) in 2003 and that of avian influenza in 2005.(By Wen Kuei-hsiang and Elizabeth Hsu) Enditem/ls",https://focustaiwan.tw/cross-strait/202005220020
5/26/2020,Taiwan shares open higher,"Taipei, May 26 (CNA) Taiwan shares opened up 32.14 points at 10,903.32 Tuesday on turnover of NT$2.59 billion (US$86.15 million).(By Christie Chen) Enditem",https://focustaiwan.tw/cross-strait/202005260001
5/27/2020,Taiwan shares open higher,"Taipei, May 27 (CNA) Taiwan shares opened up 26.72points at 11,023.93 Wednesday on turnover of NT$2.37 billion (US$79.23 million).(By Christie Chen) Enditem",https://focustaiwan.tw/cross-strait/202005270001
5/28/2020,Taiwan shares open higher,"Taipei, May 28 (CNA) Taiwan shares opened up 25.96 points at 11,040.62 Thursday on turnover of NT$2.32 billion (US$77.16 million).(By Christie Chen) Enditem",https://focustaiwan.tw/cross-strait/202005280001
5/28/2020,U.S. dollar down in Taipei trading,"Taipei, May 28 (CNA) The U.S. dollar was traded at NT$30.006 at 10 a.m. Thursday on the Taipei Foreign Exchange, down NT$0.024 from the previous close.(By Christie Chen) Enditem/",https://focustaiwan.tw/cross-strait/202005280002
5/29/2020,Taiwan shares open lower,"Taipei, May 29 (CNA) The Taiwan Stock Exchange's main index opened down 23.03 points at 10,921.16 Friday on turnover of NT$1.89 billion (US$62.79 million).(By Christie Chen) Enditem",https://focustaiwan.tw/cross-strait/202005290001
5/29/2020,U.S. dollar down in Taipei trading,"Taipei, May 29 (CNA) The U.S. dollar was traded at NT$29.990 at 10 a.m. Friday on the Taipei Foreign Exchange, down NT$0.055 from the previous close.(By Christie Chen) Enditem",https://focustaiwan.tw/cross-strait/202005290002
3/2/2020,Taiwan shares open lower,"Taipei, March 2 (CNA) Taiwan shares opened down 107.51 points at 11,184.66 Monday on turnover of NT$7.092 billion (US$234.4 million).(By Flor Wang) Enditem",https://focustaiwan.tw/business/202003020001
3/2/2020,Taiwan headline news,"Taipei, March 2 (CNA) The lead stories in major Taiwan dailies on Monday are as follows:@United Daily News: Diamond Princess passenger who returned from Japan tests positive in Taiwan for coronavirus@China Times: Former CDC head advises against overseas travel@Liberty Times: Taiwan confirms 40th case of coronavirus@Apple Daily: Woman who recovered in Japan confirmed as Taiwan's 40th coronavirus patient@Economic Daily News: Electronics supply chain in limbo, casts shadow over Q2 orders@Commercial Times: Trump pressures Fed to lower interest rates@Taipei Times: CECC confirms 40th coronavirus caseEnditem",https://focustaiwan.tw/business/202003020002
3/2/2020,Taiwanese seeking jobs in Philippine gambling sector urged to be cautious,"Taipei, March 1 (CNA) The Criminal Investigation Bureau (CIB) on Sunday advised Taiwanese applying for work in the Philippines gambling industry to exercise caution, saying many companies in that sector are operating outside the law.In a press release, the CIB said gambling in the Philippines is legal only within designated areas, and many companies running that kind of business do not have the required government permits.Many Taiwanese employees in illegal online gambling businesses in the Philippines become embroiled in disputes over pay and suffer physical abuse, while some are abducted and their families are asked to pay a ransom for their release, the CIB said.The CIB said that in the first two months of the year, its liaison officer in Manila, in cooperation with Philippine law enforcement, rescued three Taiwanese employees in the gambling business who had been abducted.The figures for such cases were 12 in 2019 and 11 in 2018, the CIB said, adding that in some cases, the Taiwanese employees had fallen victim to loan sharks.People, therefore, are warned to be cautious when seeking jobs in the gambling business in the Philippines, the CIB said, citing the recent case of a Taiwanese being allegedly abducted and beaten after he got into a dispute with the illegal gambling company at which he was employed.The Taipei Economic and Cultural Office (TECO) in the Philippines received a call from the Taiwanese employee, appealing for help and saying also that his salary was being withheld, according to the CIB.Potential Taiwanese employees should carefully check the background of gambling enterprises in the Philippines before accepting jobs and should make sure they understand the terms of the work contracts, the CIB said.Those who do accept jobs in the gambling industry should ensure that when they arrive in the Philippines, the company would process their work visas, permits and other required documents, the CID advised.(By Huang Li-yun and Emerson Lim) Enditem/pc",https://focustaiwan.tw/business/202003020003
3/2/2020,Taichung company reopens after 2-week closure due to COVID-19 scare,"Taipei, March 2 (CNA) A woodworking company in Taichung resumed work Monday after a two-week shutdown that was spurred by a novel coronavirus (COVID-19) infection and death in the family of one of its employees.All 58 of the company's employees were sent on leave and instructed to remain in home quarantine from Feb. 17 to March 1.After the two week period, the employees all tested negative for the COVID-19, and the company was allowed to resume operations on Monday, the Taichung Health Bureau said.The shutdown was spurred by the infection and subsequent death of a 61-year old private driver, Taiwan's 19th coronavirus case and first death, who was a relative of one of the company's employees.Before the man died on Feb. 16, he had infected four relatives during a family gathering on Jan. 27 -- his mother, sister and brother, and the husband of his niece.The woodworking company in the city's Tanzi District said Monday that its premises have been thoroughly disinfected and its employees will receive full pay for the two weeks they were in home quarantine.Meanwhile, a food processing factory in Taichung, at which the sister of the 19th patient was employed, also resumed work on Monday but said some of its workers were still in home quarantine.(By Hao Hsueh-chin, Chao Li-yen, Su Mu-chun and Ko Lin) Enditem/pc",https://focustaiwan.tw/business/202003020004
3/2/2020,Taiwan shares close down 1.08%,"Taipei, March 3 (CNA) Taiwan shares closed down 121.71 points, or 1.08 percent, at 11,170.46 Monday on turnover of NT$199.657 billion (US$ 6.6 billion).(By Flor Wang) Enditem",https://focustaiwan.tw/business/202003020005
3/3/2020,Taiwan shares open higher,"Taipei, March 3 (CNA) Taiwan shares opened up 109.4 points at 11,279.86 Tuesday on turnover of NT$4 billion (US$133.85 million).(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003030001
3/3/2020,U.S. dollar down in Taipei trading,"Taipei, March 3 (CNA) The U.S. dollar was traded at NT$29.995 at 10 a.m. Tuesday on the Taipei Foreign Exchange, down NT$0.129 from the previous close.(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003030002
3/3/2020,Taiwan headline news,"Taipei, March 3 (CNA) The lead stories in major Taiwan dailies on Tuesday are as follows:@United Daily News: Taiwanese tour group sent back from Israel, one hospitalized@China Times: Hospital cluster cases could increase@Liberty Times: Lawmakers to amend law to prevent Chinese nationals from abusing national health insurance system@Apple Daily: 11 Taiwanese refused entry into Israel after passenger on same plane confirmed with COVID-19@Economic Daily News: Influx of hot money drives New Taiwan dollar to two-week high@Commercial Times: Central banks in U.S., Japan, U.K. cut interest rates to rescue market@Taipei Times: CECC adds masks; new case confirmedEnditem/ls",https://focustaiwan.tw/business/202003030003
3/4/2020,Taiwan shares open higher,"Taipei, March 4 (CNA) Taiwan shares opened up 40.53 points at 11,368.25 Wednesday on turnover of NT$3.03 billion (US$101.18 million).(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003040001
3/4/2020,U.S. dollar down in Taipei trading,"Taipei, March 4 (CNA) The U.S. dollar was traded at NT$29.977 at 11 a.m. Wednesday on the Taipei Foreign Exchange, down NT$0.11 from the previous close.(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003040002
3/4/2020,Mercury in northern Taiwan forecast to dip to 14 degrees Wednesday,"Taipei, March 4 (CNA) Temperatures in northern Taiwan could fall as low as 14 degrees Celsius on Wednesday night as northeasterly winds begin to affect the island, according to the Central Weather Bureau (CWB).The CWB said the seasonal winds are expected to drag down daytime highs in northern Taiwan on Wednesday by about 5 degrees from a day earlier to 20 degrees before the mercury falls to 14-15 degrees at night.Daytime temperatures in central Taiwan will range between 25 and 27 degrees Wednesday, compared with 27-28 degrees a day earlier, but fall to 16 degrees at night.The south will see daytime highs of 27-30 degrees, similar to Tuesday, and temperatures of 18-19 degrees at night.The seasonal winds will bring wet air to Taiwan, and sporadic rain is expected throughout the day in northern Taiwan and starting at night in the rest of the country, the CWB said.The CWB said strong winds are expected Wednesday for the areas north of Tainan, as well as in eastern Taiwan, including Green Island and Orchid Island, the Hengchun Peninsula in southern Taiwan and the Kinmen, Matsu and Penghu islands.The seasonal winds should ease up on Saturday and give way to more stable weather conditions and higher temperatures that should continue into Monday.Meanwhile, with the seasonal winds expected to disperse air pollutants, the air quality in northern Taiwan, Yilan and Hualien in eastern Taiwan and Matsu, Kinmen and Penghu was rated good Wednesday.It was rated fair in central Taiwan and Yunlin, Chiayi, Tainan, Kaohsiung and Pingtung in the south, the Environmental Protection Administration (EPA) said.But the Air Quality Index (AQI) flashed an ""orange alert"" for some parts of Kaohsiung and Pingtung, indicating unhealthy air for sensitive groups, the EPA said.(By Hung Hsueh-ching and Frances Huang) Enditem/ls",https://focustaiwan.tw/business/202003040003
3/4/2020,TSMC teams up with Broadcom in 5nm process development,"Taipei, March 4 (CNA) Taiwan Semiconductor Manufacturing Co. (TSMC), the world's largest contract chipmaker, has joined forces with U.S.-based integrated circuit designer Broadcom Inc. in advanced 5 nanometer process development.In a statement released Tuesday, TSMC said it has teamed up with Broadcom to strengthen the Chip-on-Wafer-on-Substrate (CoWoS) integrated circuit packaging platform that supports 5nm technology.According to TSMC, CoWoS provides best-in-breed performance and highest integration density for high performance computing applications, and the particular wafer level system integration platform offers a wide range of interposer sizes, a number of high bandwidth memory (HBM) cubes, and package sizes.The cooperation with Broadcom means TSMC will provide one-stop services from IC packaging to pure wafer foundry services to Broadcom, which has come on board with other foreign tech giants such as Apple Inc., Qualcomm Inc., Advanced Micro Devices Inc. and Huawei Technolgies Inc., to use the Taiwanese chipmaker's 5nm process technology.In addition to contract chip production, TSMC has started high-end IC packaging operations in a bid to provide its customers with a wide range of comprehensive services.The 7 nanometer process is the latest technology the chipmaker has begun mass producing, while the company is also developing the more sophisticated 5mn and 3mn processes.TSMC is scheduled to launch mass production of the 5nm process in the first half of this year. The 3nm process is expected to begin commercial production in 2022.Through its partnership with Broadcom, TSMC's next generation CoWoS packaging services provide bandwidth of up to 2.7 terabytes per second, which is 2.7 times faster than the CoWoS solution the chipmaker previously offered in 2016.TSMC said with higher memory capacity and bandwidth, the CoWoS solution jointly developed with Broadcom is well-suited for memory-intensive workloads such as deep learning, workloads for 5G networking and power-efficient data centers.At an investor conference held in mid-January, TSMC said the company expects to benefit from solid demand for smartphones, high performance computer (HPC) devices, Internet of Things related applications and automotive electronics this year.Amid optimism over global demand, TSMC has devoted itself to high-end technology development, a move expected to boost its global competitive edge and sustain the company's lead over rivals such as Samsung Electronics Co., which has started advanced technology processes with an eye to gaining a larger share of the global market.For the development of its high-end processes, TSMC has said capital expenditure for 2020 is expected to range from US$15-16 billion, the highest level in the company's history.Currently, TSMC has more than 50 percent of the global pure wafer foundry market.(By Chang Chien-chung and Frances Huang) Enditem/AW",https://focustaiwan.tw/business/202003040004
3/5/2020,Taiwan shares open higher,"Taipei, March 5 (CNA) Taiwan shares opened up 62.3 points at 11,454.65 Thursday on turnover of NT$3.3 billion (US$110.33 million).(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003050001
3/5/2020,U.S. dollar down in Taipei trading,"Taipei, March 5 (CNA) The U.S. dollar was traded at NT$29.937 at 10 a.m. Thursday on the Taipei Foreign Exchange, down NT$0.101 from the previous close.(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003050002
3/6/2020,Taiwan shares open lower,"Taipei, March 6 (CNA) The Taiwan Stock Exchange's main index opened down 43.46 points at 11,471.36 Friday on turnover of NT$1.99 billion (US$66.49 million).(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003060001
3/6/2020,U.S. dollar up in Taipei trading,"Taipei, March 6 (CNA) The U.S. dollar was traded at NT$29.985 at 11 a.m. Friday on the Taipei Foreign Exchange, up NT$0.025 from the previous close.(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003060002
3/6/2020,Taiwan shares plunge on U.S. market volatility,"Taipei, March 6 (CNA) Taiwan shares moved sharply lower Friday morning after the U.S. markets plunged overnight on growing fears over the spread of the novel coronavirus (COVID-19) in the United States, dealers said.Investors scrambled to dump large cap stocks across the board, with the downturn led by tech heavyweights, such as contract chipmaker Taiwan Semiconductor Manufacturing Co., the most heavily weighted stock in the local market, they said.As of 10:58 a.m., the benchmark weighted index on the Taiwan Stock Exchange (TWSE) or the Taiex, had fallen 169.29 points, or 1.47 percent, to 11,345.53 on turnover of NT$85.07 billion (US$2.84 billion).""The market was battered by panic selling soon after it opened, as investors saw an almost 1,000 point dive on the Dow Jones Industrial Average overnight,"" Hua Nan Securities analyst Kevin Su said. The Dow plunged 3.58 percent Thursday.""Market sentiment here was moved by a soaring VIX on the U.S. markets as investors at home and abroad feared the COVID-19 spread in the U.S., the largest economy in the world, will further affect the global economy.""The Chicago Board Options Exchange (CBOE) Volatility Index (VIX), which is widely considered an ideal gauge of fear in the market, soared about 14 percent overnight.The spread of the COVID-19, which originated in the Chinese city of Wuhan, has undermined production in China and interrupted global supply chains. The contagion could also hurt private consumption in the U.S.Since the novel coronavirus first emerged at the end of December, more than 96,000 confirmed cases have been reported worldwide, with infections in more than 80 countries and territories and more than 3,300 deaths, the majority of which have been in China.""Such unfavorable circumstances are expected to pose threats to Taiwan's export-oriented economy,"" Su said.It was no surprise that Friday's selling in Taiwan focused on the bellwether electronics sector, which depends heavily on global demand, Su said.As of 10:58 a.m., TSMC had lost 2.01 percent to NT$316.50 with 25.07 million shares changing hands after its American depositary receipts (ADRs) lost 2.37 percent on U.S. markets overnight.Led by TSMC, the electronics sector was down 1.43 percent, and the semiconductor sub-index was down 1.76 percent.Also in the high tech sector, iPhone assembler Hon Hai Precision Industry Co., second to TSMC in terms of market capitalization, had lost 1.93 percent to NT$81.10, while Largan Precision Co., a supplier of smartphone camera lenses to Apple Inc., was little changed at NT$4,600.00.Following a 1.45 percent fall in its ADRs overnight, integrated circuit packaging and testing services provider ASE Technology Holding Co. had lost 2.99 percent to NT$71.40, while IC designer MediaTek Inc. had lost 1.17 percent to NT$380.50.Selling was also seen among large cap old economy stocks with Formosa Plastics Corp. down 1.61 percent at NT$91.80 and Nan Ya Plastics Corp. down 2.15 percent at NT$68.20.In the financial sector, Fubon Financial Holding Co. had fallen 1.88 percent to NT$44.30, and Cathay Financial Holding Co. had lost 1.37 percent to NT$39.60.""The silver lining was that the magnitude of the fall in the local market was not as heavy as elsewhere in the world as the TWSE remained awash in liquidity and many investors appeared willing to park their money here,"" Su said.""I expect the Taiex will see strong support at around the 240-day moving average of 11,049 points,"" Su said. ""It's also possible that government-led funds will jump into the market to prevent further losses.""(By Frances Huang) Enditem/cc/ls",https://focustaiwan.tw/business/202003060003
3/10/2020,Taiwan shares open lower,"Taipei, March 10 (CNA) The Taiwan Stock Exchange's main index opened down 70.02 points at 10,907.62 Tuesday on turnover of NT$5.7 billion (US$190 million).(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003100001
3/11/2020,Taiwan evacuates 169 on second flight from Hubei,"Taipei, March 10 (CNA) A charter plane carrying 169 Taiwanese nationals stranded in China's Hubei Province touched down at Taiwan Taoyuan International Airport at 11:35 p.m. Tuesday in the second evacuation of Taiwanese from the epicenter of the COVID-19 coronavirus outbreak.The flight run by Taiwan's China Airlines had previously been scheduled to depart from Hubei's Wuhan City at 5 p.m. Tuesday but was delayed to 9:46 p.m.Upon arrival at the Taoyuan airport, the passengers were to be sent to a provisional quarantine facility set up at the airport to determine if they have any symptoms of COVID-19, according to the Central Epidemic Command Center (CECC).Those who display symptoms will be immediately sent to hospitals for full diagnosis and treatment, while those who show no symptoms will be isolated for 14 days at three undisclosed quarantine locations to prevent them from coming into contact with local residents, the CECC said.In addition to the CAL charter flight, another one by Shanghai-based China Eastern Airlines is expected to evacuate another 200-plus Taiwanese nationals back to Taiwan on Wednesday.Tuesday's charter was the second one to evacuate Taiwanese stranded in Hubei since a flight by China Eastern Airlines brought 247 passengers back to Taiwan Feb. 3.Following the first charter flight, the authorities in Taiwan and China have been blaming each other for hindering efforts to evacuate the remaining Taiwanese.Taiwan halted plans to fly back the rest of the stranded Taiwanese after one passenger who was not on the boarding manifest was diagnosed with the disease the day after his return.Taipei blamed the Chinese authorities for not allowing those with emergency needs to board the first flight, while Beijing accused the Taiwanese authorities of not allowing the Taiwanese stranded in China to return home.All but one of the 247 Taiwanese who returned from Wuhan were released from quarantine Feb. 18 after they were cleared of possible infection.The evacuee who tested positive for COVID-19 was discharged from hospital Feb. 27.(By Wu Jui-chi and Evelyn Kao) Enditem/J",https://focustaiwan.tw/business/202003110001
3/11/2020,Taiwan shares open higher,"Taipei, March 11 (CNA) Taiwan shares opened up 19.28 points at 11,022.82 Wednesday on turnover of NT$4.82 billion (US$160.89 million).(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003110002
3/12/2020,Taiwan shares open lower,"Taipei, March 12 (CNA) Taiwan shares opened down 48.36 points at 10,845.39 Thursday on turnover of NT$3.32 billion (US$110.13 million).(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003120001
3/12/2020,U.S. dollar up in Taipei trading,"Taipei, March 12 (CNA) The U.S. dollar was traded at NT$30.141 at 11 a.m. Thursday on the Taipei Foreign Exchange, up NT$0.046 from the previous close.(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003120002
3/13/2020,Taiwan shares open down,"Taipei, March 13 (CNA) The Taiwan Stock Exchange's main index opened down 331.29 points at 10,091.03 Friday on turnover of NT$7.76 billion (US$258 million).(By Frances Huang) Enditem",https://focustaiwan.tw/business/202003130001
3/13/2020,"Heavy rain warning issued for 6 counties, cities in Taiwan","Taipei, March 13 (CNA) The Central Weather Bureau (CWB) on Friday issued a heavy rain warning for 6 cities and counties in Taiwan triggered by the arrival of a powerful weather front.The warning was issued at 9:30 a.m. for Keelung City, Taipei City, New Taipei City, Taoyuan City, Hsinchu City and County.The rain is expected to last through the evening, the weather bureau said.According to the CWB, a heavy rain warning refers to accumulated rainfall of more than 80 millimeters in 24 hours or more than 40mm in one hour.(By Yu Hsiao-han and Ko Lin) Enditem/AW",https://focustaiwan.tw/business/202003130002
3/13/2020,Stabilization fund ready to shore up equity market: MOF,"Taipei, March 13 (CNA) Finance Minister Su Jain-rong (蘇建榮) on Friday said the National Financial Stabilization Fund is ready to lend support to the local equity market and its committee could meet at anytime if necessary, amid global volatility spurred by escalating fears over the novel coronavirus disease COVID-19 worldwide.At a news conference held at around 8:15 a.m., 45 minutes before the local equity market opened, Su urged investors to remain confident in Taiwan's economic fundamentals, saying the Ministry of Finance, the central bank and the Financial Supervisory Commission will come up with measures to stabilize the stock market.Su made the comments as concerns over the spread of COVID-19 intensfied, sending ripples through global financial markets.Overnight, the Dow Jones Industrial Average plunged 2,352 points or almost 10 percent, the largest single session drop since Oct. 19, 1987, when the index shed 22.6 percent amid a global financial crisis, while the broader S&P 500 index and tech-heavy Nasdaq index also dropped more than 9 percent even though the U.S. Federal Reserve took the unusual step of injecting funds into the market.Despite Su's remarks, the weighted index on the Taiwan Stock Exchange or the Taiex still opened down 331.29 points at 10,091.03 and the weakness continued on panic-led selling across the board.Su said the stabilization fund is watching the local equity market closely and its committee could meet anytime, if necessary, and jump into the market to counter the impact of global volatility.The NT$500 billion stabilization fund was set up in 2000 by the government to serve as a buffer against unexpected external factors disrupting the local bourse.The fund intervenes in the market when it receives authorization from the fund committee, which is currently managed by Vice Finance Minister Juan Ching-hwa (阮清華), who is executive secretary of the fund.However, Su said with the virus, originally from the Chinese city of Wuhan, spreading worldwide, it is no surprise that the global economy faces severe challenges with plunging equity markets around the world.In addition to the dive on the U.S. markets, the equity markets in France, Germany and the United Kingdom also tumbled 12.28 percent, 12.24 percent and 10.87 percent, respectively, Thursday.Compared with the markets in the U.S. and Europe, Juan said, Taiwanese equities appear resilient despite the ongoing scare over the virus. He cited data from Feb. 24 to March 12, showing that the Taiex fell 10.82 percent, while the Dow dropped 26.88 percent, and the markets in France, Germany and the U.K. shed 32.93 percent, 32.54 percent and 29.26 percent, respectively.The relatively small drop in Taiwan came as the country has executed efficient and effective measures to contain the spread of the virus, Juan said, adding that healthy economic fundamentals and attractive dividend yields in the equity market have enabled Taiwanese stocks to fend off unfavorable external factors to some extent.""It is unnecessary for investors to panic,"" Juan said, ""They should have faith in the local equity market.""(By Wu Chia-jung and Frances Huang) Enditem/AW",https://focustaiwan.tw/business/202003130003
3/13/2020,U.S. dollar up in Taipei trading,"Taipei, March 13 (CNA) The U.S. dollar was traded at NT$30.263 at 11 a.m. Friday on the Taipei Foreign Exchange, up NT$0.113 from the previous close.(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003130004
3/13/2020,Taiwan shares plunge amid global volatility,"Taipei, March 13 (CNA) Taiwan shares took a beating Friday morning, pushing the main board below the 10,000 point mark, with investors shocked by the heavy losses suffered on U.S. markets and in Europe at a time of escalating fears over the global spread of the novel coronavirus disease COVID-19, dealers said.Selling focused on large stocks in the bellwether electronics sector, led by contract chipmaker Taiwan Semiconductor Manufacturing Co. (TSMC), though some bargain hunting did emerge allowing the market to recover part of the earlier downturn, they said.As of 11:04 a.m., the benchmark weighted index on the Taiwan Stock Exchange (TWSE) or the Taiex had lost 565.52 points, or 5.43 percent, at 9,856.80 on turnover of NT$171.20 billion (US$5.65 billion).The market opened down 331.29 points or 3.17 percent in a knee-jerk reaction to the dive on U.S. markets, where the Dow Jones Industrial Average fell 2,352 points or almost 10 percent, the highest single session drop since Oct. 19, 1987, and the broader S&P 500 index and tech-heavy Nasdaq index also fell more than 9 percent overnight, dealers said.The weakness on the local main board pushed the Taiex below the 10,000 point mark, in the wake of the World Health Organization declaring the disease a global pandemic Wednesday and no indications as to when the spread of COVID-19, originally from Wuhan in China's Hubei province, can be contained worldwide.Although Finance Minister Su Jain-rong (蘇建榮) held a news conference before the local equity market opened Friday, saying the National Financial Stabilization Fund is ready to lend support to the local equity market and its committee could meet at anytime, the Taiex still suffered a steep decline despite a partial recovery from an earlier 7.54 percent on bargain hunting.""When the global markets have gone wild, Taiwan is no exception,"" MasterLink Securities Tom Tang said. ""So many investors simply rushed to cut their holdings soon after the local market opened.""""Judging from the large selling, it is possible that Friday's turnover could hit as much as NT$290 billion,"" Tang said.Tang said tech heavyweights such as TSMC fell victim to global volatility even though the U.S. Federal Reserve took the unusual step of injecting US$1.5 trillion in short-term lending into the market Thursday. ""The local equity market has been battered by external factors instead of fundamental problems for the moment and it is too early to say when the market will stage a meaningful technical rebound despite some bargain hunting.""Among the falling tech heavyweights, TSMC, the most heavily weighted stock on the local market, had shed 3.91 percent at NT$282.50 after hitting a low of NT$272.50, with 85.16 million shares changing hands.""I think TSMC and other large cap stocks have been supported by government-led funds in a bid to prevent the Taiex from falling further and to bolster market confidence,"" Tang said.The stabilization fund will enter the market only if the fund's committee meets and issues an order for intervention.The NT$500 billion stabilization fund was set up in 2000 by the government to serve as a buffer against unexpected external factors disrupting the local bourse.(By Pan Yi-ching and Frances Huang) Enditem/AW",https://focustaiwan.tw/business/202003130005
3/13/2020,Taiwan shares plunge amid global volatility (update),"Taipei, March 13 (CNA) Taiwan shares took a beating Friday morning, pushing the main board below the 10,000 point mark, with investors shocked by the heavy losses suffered on U.S. markets and in Europe at a time of escalating fears over the global spread of the novel coronavirus disease COVID-19, dealers said.Selling focused on large stocks in the bellwether electronics sector, led by contract chipmaker Taiwan Semiconductor Manufacturing Co. (TSMC), though some bargain hunting did emerge allowing the market to recover part of the earlier downturn, they said.As of 11:04 a.m., the benchmark weighted index on the Taiwan Stock Exchange (TWSE) or the Taiex had lost 565.52 points, or 5.43 percent, at 9,856.80 on turnover of NT$171.20 billion (US$5.65 billion).The market opened down 331.29 points or 3.17 percent in a knee-jerk reaction to the dive on U.S. markets, where the Dow Jones Industrial Average fell 2,352 points or almost 10 percent, the highest single session drop since Oct. 19, 1987, and the broader S&P 500 index and tech-heavy Nasdaq index also fell more than 9 percent overnight, dealers said.The weakness on the local main board pushed the Taiex below the 10,000 point mark, in the wake of the World Health Organization declaring the disease a global pandemic Wednesday and no indications as to when the spread of COVID-19, originally from Wuhan in China's Hubei province, can be contained worldwide.Although Finance Minister Su Jain-rong (蘇建榮) held a news conference before the local equity market opened Friday, saying the National Financial Stabilization Fund is ready to lend support to the local equity market and its committee could meet at anytime, the Taiex still suffered a steep decline despite a partial recovery from an earlier 7.54 percent on bargain hunting.""When the global markets have gone wild, Taiwan is no exception,"" MasterLink Securities Tom Tang said. ""So many investors simply rushed to cut their holdings soon after the local market opened.""""Judging from the large selling, it is possible that Friday's turnover could hit as much as NT$290 billion,"" Tang said.Tang said tech heavyweights such as TSMC fell victim to global volatility even though the U.S. Federal Reserve took the unusual step of injecting US$1.5 trillion in short-term lending into the market Thursday. ""The local equity market has been battered by external factors instead of fundamental problems for the moment and it is too early to say when the market will stage a meaningful technical rebound despite some bargain hunting.""Among the falling tech heavyweights, TSMC, the most heavily weighted stock on the local market, had shed 3.91 percent at NT$282.50 after hitting a low of NT$272.50, with 85.16 million shares changing hands.""I think TSMC and other large cap stocks have been supported by government-led funds in a bid to prevent the Taiex from falling further and to bolster market confidence,"" Tang said.The stabilization fund will enter the market only if the fund's committee meets and issues an order for intervention.The NT$500 billion stabilization fund was set up in 2000 by the government to serve as a buffer against unexpected external factors disrupting the local bourse.Also in the electronics sector, which had fallen 5.38 percent as of 11:56 a.m., iPhone assembler Hon Hai Precision Industry Co., second to TSMC in terms of market capitalization, had shed 4.02 percent at NT$71.70, but came off a low of NT$69.90 on bargain hunting.When Hon Hai shares fell to NT$69.90, the stock's market cap fell below the NT$1 trillion level reaching NT$969 billion as investors took their cue from recent sell-offs of the stock by foreign institutional investors, which registered net sales of 88.26 million shares in the previous five sessions, dealers said.Terry Gou (郭台銘), founder of Hon Hai, told reporters on Thursday that progress in reopening the company's sprawling production sites in China after the Lunar New Year holiday is ahead of schedule.Hon Hai is one of the largest investors in China with a workforce of more than 1 million.Last week, Hon Hai Chairman Liu Young-way (劉揚偉) said production at the company's factories has met more than 50 percent of demand in the current quarter, a traditionally slow season for the electronics industry, since production resumed after the holiday.Bargain hunters also bought into integrated circuit designer MediaTek Inc., which had lost 3.13 percent at NT$325.50 after hitting a low of NT$305.50, as of 11:56 a.m., while shares in Largan Precision Co., a supplier of smartphone camera lenses to Apple Inc. had fallen 2.76 percent at NT$3,890.00, off an early low of NT$3,620.00.In the petrochemical sector, which was hit by falling international crude oil prices, down 7.48 percent, Formosa Plastics Corp. had lost 6.90 percent at NT$78.20, Nan Ya Plastics Corp. had fallen 7.99 percent to NT$58.70, and Formosa Petrochemical Corp. shed 8.82 percent at NT$70.30.""Unless the global virus contagion shows signs of easing, global volatility could continue and it is hard to say where the Taiex can find strong technical support anytime soon,"" Tang said.(By Chung Jung-feng, Pan Yi-ching and Frances Huang) Enditem",https://focustaiwan.tw/business/202003130006
3/13/2020,Taiwan shares close down 2.82%,"Taipei, March 13 (CNA) Taiwan shares closed down 293.45 points, or 2.82 percent, at 10,128.87 Friday on turnover of NT$302.18 billion (US$10.01 billion).(By Christie Chen) Enditem",https://focustaiwan.tw/business/202003130007
